species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,species_Adelie,species_Chinstrap,species_Gentoo,island_Biscoe,island_Dream,island_Torgersen,Gender_ecoding,bill_ratio,Flipper-to-Mass Ratio,size_class
Chinstrap,Dream,45.7,17.0,195.0,3650.0,Female,0,1,0,0,1,0,0,2.6882352941176473,0.05342465753424658,medium
Chinstrap,Dream,55.8,19.8,207.0,4000.0,Male,0,1,0,0,1,0,1,2.818181818181818,0.05175,medium
Chinstrap,Dream,43.5,18.1,202.0,3400.0,Female,0,1,0,0,1,0,0,2.4033149171270716,0.05941176470588235,small
Chinstrap,Dream,49.6,18.2,193.0,3775.0,Male,0,1,0,0,1,0,1,2.7252747252747254,0.051125827814569536,medium
Chinstrap,Dream,50.8,19.0,210.0,4100.0,Male,0,1,0,0,1,0,1,2.6736842105263157,0.05121951219512195,medium
Chinstrap,Dream,50.2,18.7,198.0,3775.0,Female,0,1,0,0,1,0,0,2.6844919786096257,0.052450331125827816,medium
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,Female,0,0,1,1,0,0,0,3.4924242424242427,0.04688888888888889,medium
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,Male,0,0,1,1,0,0,1,3.067484662576687,0.04035087719298246,large
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,Female,0,0,1,1,0,0,0,3.4539007092198584,0.04719101123595506,medium
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,Male,0,0,1,1,0,0,1,3.2894736842105265,0.03824561403508772,large
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,Male,0,0,1,1,0,0,1,3.282758620689655,0.03981481481481482,large
Gentoo,Biscoe,46.5,13.5,210.0,4550.0,Female,0,0,1,1,0,0,0,3.4444444444444446,0.046153846153846156,medium
Gentoo,Biscoe,45.4,14.6,211.0,4800.0,Female,0,0,1,1,0,0,0,3.1095890410958904,0.043958333333333335,large
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,Male,0,0,1,1,0,0,1,3.0522875816993467,0.04211538461538462,large
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,Female,0,0,1,1,0,0,0,3.231343283582089,0.0475,medium
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,Male,0,0,1,1,0,0,1,3.038961038961039,0.04174757281553398,large
Gentoo,Biscoe,40.9,13.7,214.0,4650.0,Female,0,0,1,1,0,0,0,2.985401459854015,0.046021505376344085,medium
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,Male,0,0,1,1,0,0,1,3.043478260869565,0.03891891891891892,large
Gentoo,Biscoe,45.5,13.7,214.0,4650.0,Female,0,0,1,1,0,0,0,3.321167883211679,0.046021505376344085,medium
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,Male,0,0,1,1,0,0,1,3.315068493150685,0.03641025641025641,large
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,Female,0,0,1,1,0,0,0,3.136986301369863,0.05,medium
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,Male,0,0,1,1,0,0,1,3.140127388535032,0.03709401709401709,large
Gentoo,Biscoe,42.0,13.5,210.0,4150.0,Female,0,0,1,1,0,0,0,3.111111111111111,0.05060240963855422,medium
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,Male,0,0,1,1,0,0,1,3.2368421052631584,0.03507936507936508,
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,Female,0,0,1,1,0,0,0,3.1862068965517243,0.043541666666666666,large
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,Male,0,0,1,1,0,0,1,3.2251655629139075,0.041495327102803736,large
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,Male,0,0,1,1,0,0,1,3.5104895104895104,0.03824561403508772,large
Gentoo,Biscoe,45.1,14.5,215.0,5000.0,Female,0,0,1,1,0,0,0,3.110344827586207,0.043,large
Gentoo,Biscoe,46.5,14.5,213.0,4400.0,Female,0,0,1,1,0,0,0,3.206896551724138,0.04840909090909091,medium
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,Male,0,0,1,1,0,0,1,2.9303797468354427,0.04257425742574258,large
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,Female,0,0,1,1,0,0,0,3.2748091603053435,0.043,large
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,Male,0,0,1,1,0,0,1,3.0529801324503314,0.04215686274509804,large
Gentoo,Biscoe,44.5,14.3,216.0,4100.0,Male,0,0,1,1,0,0,1,3.1118881118881117,0.05268292682926829,medium
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,Male,0,0,1,1,0,0,1,3.1866666666666665,0.03805309734513274,large
Gentoo,Biscoe,48.2,14.3,210.0,4600.0,Female,0,0,1,1,0,0,0,3.370629370629371,0.04565217391304348,medium
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,Male,0,0,1,1,0,0,1,3.2679738562091503,0.03963963963963964,large
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,Male,0,0,1,1,0,0,1,3.091503267973856,0.04228571428571429,large
Gentoo,Biscoe,42.8,14.2,209.0,4700.0,Female,0,0,1,1,0,0,0,3.0140845070422535,0.044468085106382976,medium
Gentoo,Biscoe,45.1,14.5,207.0,5050.0,Female,0,0,1,1,0,0,0,3.110344827586207,0.04099009900990099,large
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,Male,0,0,1,1,0,0,1,3.5058823529411764,0.03801652892561983,large
Gentoo,Biscoe,49.1,14.8,220.0,5150.0,Female,0,0,1,1,0,0,0,3.3175675675675675,0.04271844660194175,large
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,Male,0,0,1,1,0,0,1,2.969325153374233,0.040740740740740744,large
Gentoo,Biscoe,42.6,13.7,213.0,4950.0,Female,0,0,1,1,0,0,0,3.109489051094891,0.04303030303030303,large
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,Male,0,0,1,1,0,0,1,2.566473988439306,0.04171428571428572,large
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,Female,0,0,1,1,0,0,0,3.235294117647059,0.04781609195402299,medium
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,Male,0,0,1,1,0,0,1,3.101910828025478,0.0388785046728972,large
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,Female,0,0,1,1,0,0,0,3.1167883211678835,0.052658227848101265,medium
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,Male,0,0,1,1,0,0,1,3.1,0.039473684210526314,large
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,Female,0,0,1,1,0,0,0,3.3065693430656933,0.04883720930232558,medium
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,Male,0,0,1,1,0,0,1,3.3066666666666666,0.04547368421052632,large
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,Male,0,0,1,1,0,0,1,3.1761006289308176,0.04,large
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,Female,0,0,1,1,0,0,0,3.1366906474820144,0.04428571428571428,large
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,Female,0,0,1,1,0,0,0,3.273381294964029,0.05,medium
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,Male,0,0,1,1,0,0,1,3.1761006289308176,0.041666666666666664,large
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,Female,0,0,1,1,0,0,0,3.37593984962406,0.04176470588235294,large
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,Male,0,0,1,1,0,0,1,2.8607594936708862,0.040566037735849055,large
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,Female,0,0,1,1,0,0,0,3.2816901408450705,0.04329896907216495,large
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,Male,0,0,1,1,0,0,1,3.4397163120567376,0.04150943396226415,large
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,Female,0,0,1,1,0,0,0,3.1319444444444446,0.04772727272727273,medium
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,Male,0,0,1,1,0,0,1,3.3400000000000003,0.045,large
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,Female,0,0,1,1,0,0,0,3.2291666666666665,0.04428571428571428,large
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,Male,0,0,1,1,0,0,1,2.922077922077922,0.04356435643564356,large
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,Female,0,0,1,1,0,0,0,3.151079136690647,0.04837209302325581,medium
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,Male,0,0,1,1,0,0,1,3.033333333333333,0.044,large
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,Female,0,0,1,1,0,0,0,2.9793103448275864,0.046741573033707864,medium
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,Male,0,0,1,1,0,0,1,3.2941176470588234,0.04036036036036036,large
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,Female,0,0,1,1,0,0,0,3.2826086956521734,0.049523809523809526,medium
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,Male,0,0,1,1,0,0,1,3.1006711409395975,0.04169811320754717,large
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,Female,0,0,1,1,0,0,0,3.287769784172662,0.04863636363636364,medium
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,Male,0,0,1,1,0,0,1,3.4585987261146496,0.04088495575221239,large
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,Female,0,0,1,1,0,0,0,3.2253521126760565,0.046595744680851064,medium
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,Male,0,0,1,1,0,0,1,2.964285714285714,0.04035087719298246,large
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,Male,0,0,1,1,0,0,1,3.2083333333333335,0.046021505376344085,medium
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,Male,0,0,1,1,0,0,1,3.055555555555556,0.03948275862068965,large
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,Female,0,0,1,1,0,0,0,3.063380281690141,0.04680851063829787,medium
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,Male,0,0,1,1,0,0,1,3.3800000000000003,0.04018018018018018,large
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,Female,0,0,1,1,0,0,0,3.18,0.04547368421052632,large
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,Male,0,0,1,1,0,0,1,2.9743589743589745,0.0442,large
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,Male,0,0,1,1,0,0,1,3.08974358974359,0.043333333333333335,large
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,Female,0,0,1,1,0,0,0,3.1418918918918917,0.04173076923076923,large
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,Female,0,0,1,1,0,0,0,3.0933333333333333,0.04595744680851064,medium
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,Male,0,0,1,1,0,0,1,3.0375,0.039655172413793106,large
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,Female,0,0,1,1,0,0,0,3.3450704225352115,0.04543478260869565,medium
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,Male,0,0,1,1,0,0,1,3.1349693251533743,0.03666666666666667,large
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,Female,0,0,1,1,0,0,0,3.2753623188405796,0.045263157894736845,large
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,Male,0,0,1,1,0,0,1,2.75609756097561,0.03747899159663866,large
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,Female,0,0,1,1,0,0,0,3.386206896551724,0.04583783783783784,medium
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,Male,0,0,1,1,0,0,1,3.3653846153846154,0.04055045871559633,large
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,Female,0,0,1,1,0,0,0,3.2465753424657535,0.04486772486772487,medium
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,Male,0,0,1,1,0,0,1,3.144654088050314,0.041869158878504675,large
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,Female,0,0,1,1,0,0,0,3.253623188405797,0.04463157894736842,large
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,Male,0,0,1,1,0,0,1,2.936416184971098,0.04071428571428572,large
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,Female,0,0,1,1,0,0,0,3.013888888888889,0.04739130434782609,medium
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,Male,0,0,1,1,0,0,1,3.612676056338028,0.041132075471698115,large
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,Female,0,0,1,1,0,0,0,3.392857142857143,0.043487179487179485,large
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,Male,0,0,1,1,0,0,1,3.0647058823529414,0.04144144144144144,large
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,Female,0,0,1,1,0,0,0,3.1666666666666665,0.04404040404040404,large
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,Male,0,0,1,1,0,0,1,3.052631578947368,0.042222222222222223,large
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,Female,0,0,1,1,0,0,0,3.1379310344827585,0.04463157894736842,large
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,Male,0,0,1,1,0,0,1,3.074534161490683,0.03964601769911504,large
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,Female,0,0,1,1,0,0,0,3.0272108843537415,0.044123711340206186,large
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,Male,0,0,1,1,0,0,1,3.2356687898089174,0.04346153846153846,large
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,Male,0,0,1,1,0,0,1,3.1265822784810124,0.04385786802030457,large
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,Female,0,0,1,1,0,0,0,3.212328767123288,0.04553846153846154,large
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,Female,0,0,1,1,0,0,0,3.3611111111111107,0.04389189189189189,medium
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,Male,0,0,1,1,0,0,1,3.096969696969697,0.04285714285714286,large
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,Female,0,0,1,1,0,0,0,3.2333333333333334,0.045154639175257735,large
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,Male,0,0,1,1,0,0,1,3.288235294117647,0.04071428571428572,large
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,Female,0,0,1,1,0,0,0,3.045161290322581,0.04321608040201005,large
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,Male,0,0,1,1,0,0,1,3.2733333333333334,0.04145454545454545,large
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,Male,0,0,1,1,0,0,1,3.4275362318840576,0.045714285714285714,medium
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,Male,0,0,1,1,0,0,1,2.9068322981366457,0.03909090909090909,large
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,Female,0,0,1,1,0,0,0,2.8367346938775513,0.04468085106382979,medium
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,Male,0,0,1,1,0,0,1,3.3797468354430378,0.039818181818181815,large
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,Female,0,0,1,1,0,0,0,3.0928571428571425,0.04546448087431694,medium
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,Male,0,0,1,1,0,0,1,3.185430463576159,0.038,large
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,Female,0,0,1,1,0,0,0,3.322368421052632,0.0432,large
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,Male,0,0,1,1,0,0,1,3.132075471698113,0.038487394957983194,large
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,Female,0,0,1,1,0,0,0,2.861842105263158,0.045806451612903226,medium
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,Male,0,0,1,1,0,0,1,3.1595092024539877,0.04181818181818182,large
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,Female,0,0,1,1,0,0,0,3.276595744680851,0.0496,medium
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,Male,0,0,1,1,0,0,1,3.44375,0.039316239316239315,large
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,Male,0,0,1,1,0,0,1,2.8343949044585988,0.04451282051282051,large
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,Male,0,0,1,1,0,0,1,3.0123456790123457,0.037,large
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,Female,0,0,1,1,0,0,0,3.445255474452555,0.04345177664974619,large
Gentoo,Biscoe,43.9219298245614,17.151169590643278,200.91520467836258,4201.754385964912,Male,0,0,1,1,0,0,1,2.5608708253064423,0.047816979819067504,medium
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,Female,0,0,1,1,0,0,0,3.2727272727272725,0.0443298969072165,large
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,Male,0,0,1,1,0,0,1,3.210191082802548,0.03860869565217391,large
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,Female,0,0,1,1,0,0,0,3.054054054054054,0.040769230769230766,large
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,Male,0,0,1,1,0,0,1,3.0993788819875774,0.03944444444444444,large
